,character,dialogue,neg,pos,neu,compound,tokens,words
1558,LUKE,"Yoda, I must know.",0.0,0.0,1.0,0.0,"['yoda', 'i', 'must', 'know']",0.030534351145038167
1559,YODA,Your father he is.,0.0,0.0,1.0,0.0,"['your', 'father', 'he', 'is']",0.030534351145038167
1560,YODA,"Told you, did he?",0.0,0.0,1.0,0.0,"['told', 'you', 'did', 'he']",0.030534351145038167
1562,YODA,"Unexpected this is, and unfortunate..",0.0,0.0,1.0,0.0,"['unexpected', 'this', 'is', 'and']",0.030534351145038167
1563,LUKE,Unfortunate that I know the truth?,0.361,0.277,0.361,-0.1779,"['unfortunate', 'that', 'i', 'know', 'the', 'truth']",0.04580152671755725
1564,YODA,No. Unfortunate that you rushed to face him... that incomplete was your training. Not ready for the burden were you.,0.39,0.0,0.61,-0.8485,"['no', 'unfortunate', 'that', 'you', 'rushed', 'to', 'face', 'him', 'that', 'incomplete', 'was', 'your', 'training', 'not', 'ready', 'for', 'the', 'burden', 'were', 'you']",0.15267175572519084
1565,LUKE,"Well, I'm sorry.",0.295,0.477,0.227,0.2023,"['well', 'i', 'sorry']",0.022900763358778626
1566,YODA,"Remember, a Jedi's strength flows from the Force.  But beware.  Anger, fear, aggression. The dark side are they.  Once you start down the dark path, forever will it dominate your destiny.",0.339,0.051,0.61,-0.9153,"['remember', 'a', 'jedi', 'strength', 'flows', 'from', 'the', 'force', 'but', 'beware', 'anger', 'fear', 'aggression', 'the', 'dark', 'side', 'are', 'they', 'once', 'you', 'start', 'down', 'the', 'dark', 'path', 'forever', 'will', 'it', 'dominate', 'your', 'destiny']",0.2366412213740458
1567,YODA,"Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I , the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke...  There is... another...Sky...Sky...walker.",0.068,0.1,0.832,0.1749,"['luke', 'luke', 'do', 'not', 'do', 'not', 'underestimate', 'the', 'powers', 'of', 'the', 'emperor', 'or', 'suffer', 'your', 'father', 'fate', 'you', 'will', 'luke', 'when', 'gone', 'am', 'i', 'the', 'last', 'of', 'the', 'jedi', 'will', 'you', 'be', 'luke', 'the', 'force', 'runs', 'strong', 'in', 'your', 'family', 'pass', 'on', 'what', 'you', 'have', 'learned', 'luke', 'there', 'is', 'another', 'sky', 'sky', 'walker']",0.40458015267175573
1568,LUKE,"I can't do it, Artoo. I can't go on alone.",0.0,0.199,0.801,0.1877,"['i', 'ca', 'do', 'it', 'artoo', 'i', 'ca', 'go', 'on', 'alone']",0.07633587786259542
1569,BEN,Yoda will always be with you.,0.0,0.0,1.0,0.0,"['yoda', 'will', 'always', 'be', 'with', 'you']",0.04580152671755725
1570,LUKE,Obi-Wan! Why didn't you tell me?,0.0,0.0,1.0,0.0,"['why', 'did', 'you', 'tell', 'me']",0.03816793893129771
1571,LUKE,You told me Vader betrayed and murdered my father.,0.545,0.0,0.455,-0.8555,"['you', 'told', 'me', 'vader', 'betrayed', 'and', 'murdered', 'my', 'father']",0.06870229007633588
1572,BEN,"You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view.",0.11,0.097,0.793,-0.1779,"['you', 'father', 'was', 'seduced', 'by', 'the', 'dark', 'side', 'of', 'the', 'force', 'he', 'ceased', 'to', 'be', 'anakin', 'skywalker', 'and', 'became', 'darth', 'vader', 'when', 'that', 'happened', 'the', 'good', 'man', 'who', 'was', 'your', 'father', 'was', 'destroyed', 'so', 'what', 'i', 'have', 'told', 'you', 'was', 'true', 'from', 'a', 'certain', 'point', 'of', 'view']",0.35877862595419846
1573,LUKE,A certain point of view!,0.0,0.444,0.556,0.3382,"['a', 'certain', 'point', 'of', 'view']",0.03816793893129771
1574,BEN,"Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view.",0.0,0.123,0.877,0.4215,"['luke', 'you', 'going', 'to', 'find', 'that', 'many', 'of', 'the', 'truths', 'we', 'cling', 'to', 'depend', 'greatly', 'on', 'our', 'own', 'point', 'of', 'view']",0.16030534351145037
1575,BEN,"I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault.",0.23,0.112,0.658,-0.6872,"['i', 'do', 'blame', 'you', 'for', 'being', 'angry', 'if', 'i', 'was', 'wrong', 'in', 'what', 'i', 'did', 'it', 'certainly', 'would', 'have', 'been', 'for', 'the', 'first', 'time', 'you', 'see', 'what', 'happened', 'to', 'your', 'father', 'was', 'my', 'fault']",0.2595419847328244
1576,BEN,Anakin was a good friend.,0.0,0.753,0.247,0.7269,"['anakin', 'was', 'a', 'good', 'friend']",0.03816793893129771
1577,BEN,"When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him.  I took it upon myself to train him as a Jedi.  I thought that I could instruct him just as well as Yoda.  I was wrong.  My pride has had terrible consequences for the galaxy.",0.125,0.229,0.646,0.714,"['when', 'i', 'first', 'knew', 'him', 'your', 'father', 'was', 'already', 'a', 'great', 'pilot', 'but', 'i', 'was', 'amazed', 'how', 'strongly', 'the', 'force', 'was', 'with', 'him', 'i', 'took', 'it', 'upon', 'myself', 'to', 'train', 'him', 'as', 'a', 'jedi', 'i', 'thought', 'that', 'i', 'could', 'instruct', 'him', 'just', 'as', 'well', 'as', 'yoda', 'i', 'was', 'wrong', 'my', 'pride', 'has', 'had', 'terrible', 'consequences', 'for', 'the', 'galaxy']",0.44274809160305345
1578,LUKE,There's still good in him.,0.0,0.42,0.58,0.4404,"['there', 'still', 'good', 'in', 'him']",0.03816793893129771
1579,BEN,I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.,0.145,0.096,0.759,-0.3612,"['i', 'also', 'thought', 'he', 'could', 'be', 'turned', 'back', 'to', 'the', 'good', 'side', 'it', 'could', 'be', 'done', 'he', 'is', 'more', 'machine', 'now', 'than', 'man', 'twisted', 'and', 'evil']",0.1984732824427481
1580,LUKE,"I can't do it, Ben.",0.0,0.0,1.0,0.0,"['i', 'ca', 'do', 'it', 'ben']",0.03816793893129771
1581,BEN,You cannot escape your destiny.,0.275,0.0,0.725,-0.1326,"['you', 'can', 'not', 'escape', 'your', 'destiny']",0.04580152671755725
1582,LUKE,I tried to stop him once. I couldn't do it.,0.239,0.0,0.761,-0.296,"['i', 'tried', 'to', 'stop', 'him', 'once', 'i', 'could', 'do', 'it']",0.07633587786259542
1583,BEN,"Vader humbled you when first you met him, Luke...but that experience was part of your training. It taught you, among other things, the value of patience.  Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared.",0.109,0.076,0.815,-0.4272,"['vader', 'humbled', 'you', 'when', 'first', 'you', 'met', 'him', 'luke', 'but', 'that', 'experience', 'was', 'part', 'of', 'your', 'training', 'it', 'taught', 'you', 'among', 'other', 'things', 'the', 'value', 'of', 'patience', 'had', 'you', 'not', 'been', 'so', 'impatient', 'to', 'defeat', 'vader', 'then', 'you', 'could', 'have', 'finished', 'your', 'training', 'here', 'with', 'yoda', 'you', 'would', 'have', 'been', 'prepared']",0.3893129770992366
1584,LUKE,But I had to help my friends.,0.0,0.658,0.342,0.8271,"['but', 'i', 'had', 'to', 'help', 'my', 'friends']",0.05343511450381679
1585,BEN,"And did you help them? It was they who had to save you. You achieved little by rushing back prematurely, I fear.",0.118,0.218,0.664,0.4019,"['and', 'did', 'you', 'help', 'them', 'it', 'was', 'they', 'who', 'had', 'to', 'save', 'you', 'you', 'achieved', 'little', 'by', 'rushing', 'back', 'prematurely', 'i', 'fear']",0.16793893129770993
1586,LUKE,I found out Darth Vader was my father.,0.0,0.0,1.0,0.0,"['i', 'found', 'out', 'darth', 'vader', 'was', 'my', 'father']",0.061068702290076333
1587,BEN,"To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!",0.111,0.133,0.756,0.4274,"['to', 'be', 'a', 'jedi', 'luke', 'you', 'must', 'confront', 'and', 'then', 'go', 'beyond', 'the', 'dark', 'side', 'the', 'side', 'your', 'father', 'could', 'get', 'past', 'impatience', 'is', 'the', 'easiest', 'door', 'for', 'you', 'like', 'your', 'father', 'only', 'your', 'father', 'was', 'seduced', 'by', 'what', 'he', 'found', 'on', 'the', 'other', 'side', 'of', 'the', 'door', 'and', 'you', 'have', 'held', 'firm', 'you', 'no', 'longer', 'so', 'reckless', 'now', 'luke', 'you', 'are', 'strong', 'and', 'patient', 'and', 'now', 'you', 'must', 'face', 'darth', 'vader', 'again']",0.5572519083969466
1588,LUKE,I can't kill my own father.,0.0,0.483,0.517,0.5773,"['i', 'ca', 'kill', 'my', 'own', 'father']",0.04580152671755725
1589,BEN,Then the Emperor has already won. You were our only hope.,0.0,0.423,0.577,0.765,"['then', 'the', 'emperor', 'has', 'already', 'won', 'you', 'were', 'our', 'only', 'hope']",0.08396946564885496
1590,LUKE,Yoda spoke of another.,0.0,0.0,1.0,0.0,"['yoda', 'spoke', 'of', 'another']",0.030534351145038167
1591,BEN,The other he spoke of is your twin sister.,0.0,0.0,1.0,0.0,"['the', 'other', 'he', 'spoke', 'of', 'is', 'your', 'twin', 'sister']",0.06870229007633588
1592,LUKE,But I have no sister.,0.483,0.0,0.517,-0.4215,"['but', 'i', 'have', 'no', 'sister']",0.03816793893129771
1593,BEN,"Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous.",0.065,0.111,0.824,0.34,"['hmm', 'to', 'protect', 'you', 'both', 'from', 'the', 'emperor', 'you', 'were', 'hidden', 'from', 'your', 'father', 'when', 'you', 'were', 'born', 'the', 'emperor', 'knew', 'as', 'i', 'did', 'if', 'anakin', 'were', 'to', 'have', 'any', 'offspring', 'they', 'would', 'be', 'a', 'threat', 'to', 'him', 'that', 'is', 'the', 'reason', 'why', 'your', 'sister', 'remains', 'safely', 'anonymous']",0.366412213740458
1594,LUKE,Leia! Leia's my sister.,0.0,0.0,1.0,0.0,"['leia', 'leia', 'my', 'sister']",0.030534351145038167
1595,BEN,"Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor.",0.0,0.132,0.868,0.3291,"['your', 'insight', 'serves', 'you', 'well', 'bury', 'your', 'feelings', 'deep', 'down', 'luke', 'they', 'do', 'you', 'credit', 'but', 'they', 'could', 'be', 'made', 'to', 'serve', 'the', 'emperor']",0.183206106870229
1596,BEN,"When your father left, he didn't know your mother was pregnant. Your mother and I knew he would find out eventually, but we wanted to keep you both as safe as possible, for as long as possible.  So I took you to live with my brother Owen on Tatooine... and your mother took Leia to live as the daughter of Senator Organa, on Alderaan.",0.0,0.059,0.941,0.5927,"['when', 'your', 'father', 'left', 'he', 'did', 'know', 'your', 'mother', 'was', 'pregnant', 'your', 'mother', 'and', 'i', 'knew', 'he', 'would', 'find', 'out', 'eventually', 'but', 'we', 'wanted', 'to', 'keep', 'you', 'both', 'as', 'safe', 'as', 'possible', 'for', 'as', 'long', 'as', 'possible', 'so', 'i', 'took', 'you', 'to', 'live', 'with', 'my', 'brother', 'owen', 'on', 'tatooine', 'and', 'your', 'mother', 'took', 'leia', 'to', 'live', 'as', 'the', 'daughter', 'of', 'senator', 'organa', 'on', 'alderaan']",0.48854961832061067
1597,BEN,"The Organa household was high-born and politically quite powerful in that system. Leia became a princess by virtue of lineage... no one knew she'd been adopted, of course. But it was a title without real power, since Alderaan had long been a democracy.  Even so, the family continued to be politically powerful, and Leia, following in her foster father's path, became a senator as well.  That's not all she became, of course... she became the leader of her cell in the Alliance against the corrupt Empire. And because she had diplomatic immunity, she was a vital link for getting information to the Rebel cause.  That's what she was doing when her path crossed yours... for her foster parents had always told her to contact me on Tatooine, if her troubles became desperate.",0.07,0.096,0.835,0.5699,"['the', 'organa', 'household', 'was', 'and', 'politically', 'quite', 'powerful', 'in', 'that', 'system', 'leia', 'became', 'a', 'princess', 'by', 'virtue', 'of', 'lineage', 'no', 'one', 'knew', 'she', 'been', 'adopted', 'of', 'course', 'but', 'it', 'was', 'a', 'title', 'without', 'real', 'power', 'since', 'alderaan', 'had', 'long', 'been', 'a', 'democracy', 'even', 'so', 'the', 'family', 'continued', 'to', 'be', 'politically', 'powerful', 'and', 'leia', 'following', 'in', 'her', 'foster', 'father', 'path', 'became', 'a', 'senator', 'as', 'well', 'that', 'not', 'all', 'she', 'became', 'of', 'course', 'she', 'became', 'the', 'leader', 'of', 'her', 'cell', 'in', 'the', 'alliance', 'against', 'the', 'corrupt', 'empire', 'and', 'because', 'she', 'had', 'diplomatic', 'immunity', 'she', 'was', 'a', 'vital', 'link', 'for', 'getting', 'information', 'to', 'the', 'rebel', 'cause', 'that', 'what', 'she', 'was', 'doing', 'when', 'her', 'path', 'crossed', 'yours', 'for', 'her', 'foster', 'parents', 'had', 'always', 'told', 'her', 'to', 'contact', 'me', 'on', 'tatooine', 'if', 'her', 'troubles', 'became', 'desperate']",1.0
1598,LUKE,"But you can't let her get involved now, Ben. Vader will destroy her.",0.284,0.0,0.716,-0.6956,"['but', 'you', 'ca', 'let', 'her', 'get', 'involved', 'now', 'ben', 'vader', 'will', 'destroy', 'her']",0.09923664122137404
1599,BEN,"She hasn't been trained in the ways of the Jedi the way you have, Luke ... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!",0.253,0.078,0.669,-0.8718,"['she', 'has', 'been', 'trained', 'in', 'the', 'ways', 'of', 'the', 'jedi', 'the', 'way', 'you', 'have', 'luke', 'but', 'the', 'force', 'is', 'strong', 'with', 'her', 'as', 'it', 'is', 'with', 'all', 'of', 'your', 'family', 'there', 'is', 'no', 'avoiding', 'the', 'battle', 'you', 'must', 'face', 'and', 'destroy', 'vader']",0.32061068702290074
1600,HAN,"Well, look at you, a general, huh?",0.0,0.296,0.704,0.2732,"['well', 'look', 'at', 'you', 'a', 'general', 'huh']",0.05343511450381679
1601,LANDO,"Oh, well, someone must have told them about my little maneuver at the battle of Taanab.",0.139,0.112,0.749,-0.128,"['oh', 'well', 'someone', 'must', 'have', 'told', 'them', 'about', 'my', 'little', 'maneuver', 'at', 'the', 'battle', 'of', 'taanab']",0.12213740458015267
1602,HAN,"Well, don't look at me, pal. I just said you were a fair pilot. I didn't know they were lookin' for somebody to lead this crazy attack.",0.193,0.145,0.661,-0.3506,"['well', 'do', 'look', 'at', 'me', 'pal', 'i', 'just', 'said', 'you', 'were', 'a', 'fair', 'pilot', 'i', 'did', 'know', 'they', 'were', 'lookin', 'for', 'somebody', 'to', 'lead', 'this', 'crazy', 'attack']",0.20610687022900764
1603,LANDO,I'm surprised they didn't ask you to do it.,0.0,0.192,0.808,0.2263,"['i', 'surprised', 'they', 'did', 'ask', 'you', 'to', 'do', 'it']",0.06870229007633588
1604,HAN,"Well, who says they didn't.  But I ain't crazy. You're the respectable one, remember?",0.123,0.308,0.57,0.5023,"['well', 'who', 'says', 'they', 'did', 'but', 'i', 'ai', 'crazy', 'you', 'the', 'respectable', 'one', 'remember']",0.10687022900763359
1605,HAN,Good luck.,0.0,1.0,0.0,0.7096,"['good', 'luck']",0.015267175572519083
1606,HAN,You're gonna need it.,0.0,0.0,1.0,0.0,"['you', 'gon', 'na', 'need', 'it']",0.03816793893129771
1607,THREEPIO,Sounds dangerous.,0.756,0.0,0.244,-0.4767,"['sounds', 'dangerous']",0.015267175572519083
1608,LEIA,I wonder who they found to pull that off.,0.0,0.0,1.0,0.0,"['i', 'wonder', 'who', 'they', 'found', 'to', 'pull', 'that', 'off']",0.06870229007633588
1609,HAN,"Uh, my team's ready. I don't have a command crew for the shuttle.",0.0,0.2,0.8,0.3612,"['uh', 'my', 'team', 'ready', 'i', 'do', 'have', 'a', 'command', 'crew', 'for', 'the', 'shuttle']",0.09923664122137404
1610,HAN,"Well, it's gonna be rough, pal. I didn't want to speak for you.",0.092,0.158,0.751,0.2211,"['well', 'it', 'gon', 'na', 'be', 'rough', 'pal', 'i', 'did', 'want', 'to', 'speak', 'for', 'you']",0.10687022900763359
1611,HAN,That's one.,0.0,0.0,1.0,0.0,"['that', 'one']",0.015267175572519083
1612,LEIA,"Uh, General... count me in.",0.0,0.0,1.0,0.0,"['uh', 'general', 'count', 'me', 'in']",0.03816793893129771
1613,LEIA,What is it?,0.0,0.0,1.0,0.0,"['what', 'is', 'it']",0.022900763358778626
1614,LUKE,Ask me again sometime.,0.0,0.0,1.0,0.0,"['ask', 'me', 'again', 'sometime']",0.030534351145038167
1616,LUKE,"Hi, Han... Chewie.",0.0,0.0,1.0,0.0,"['hi', 'han', 'chewie']",0.022900763358778626
1617,THREEPIO,\Exciting\ is hardly the word I would use.,0.0,0.0,1.0,0.0,"['is', 'hardly', 'the', 'word', 'i', 'would', 'use']",0.05343511450381679
1618,HAN,Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.,0.0,0.148,0.852,0.4588,"['look', 'i', 'want', 'you', 'to', 'take', 'her', 'i', 'mean', 'it', 'take', 'her', 'you', 'need', 'all', 'the', 'help', 'you', 'can', 'get', 'she', 'the', 'fastest', 'ship', 'in', 'the', 'fleet']",0.20610687022900764
1619,LANDO,"All right, old buddy. You know, I know what she means to you. I'll take good care of her. She-she won't get a scratch. All right?",0.0,0.217,0.783,0.7269,"['all', 'right', 'old', 'buddy', 'you', 'know', 'i', 'know', 'what', 'she', 'means', 'to', 'you', 'i', 'take', 'good', 'care', 'of', 'her', 'wo', 'get', 'a', 'scratch', 'all', 'right']",0.19083969465648856
1620,HAN,Right. I got your promise now. Not a scratch.,0.0,0.277,0.723,0.3182,"['right', 'i', 'got', 'your', 'promise', 'now', 'not', 'a', 'scratch']",0.06870229007633588
1621,LANDO,"Look, would you get going, you pirate.",0.0,0.0,1.0,0.0,"['look', 'would', 'you', 'get', 'going', 'you', 'pirate']",0.05343511450381679
1622,LANDO,Good luck.,0.0,1.0,0.0,0.7096,"['good', 'luck']",0.015267175572519083
1623,HAN,"You, too.",0.0,0.0,1.0,0.0,"['you', 'too']",0.015267175572519083
1624,HAN,You got her warmed?,0.0,0.412,0.588,0.2732,"['you', 'got', 'her', 'warmed']",0.030534351145038167
1625,LUKE,"Yeah, she's comin' up.",0.0,0.423,0.577,0.296,"['yeah', 'she', 'comin', 'up']",0.030534351145038167
1626,HAN,"No. I don't think the Empire had Wookiees in mind when they designed her, Chewie.",0.145,0.0,0.855,-0.296,"['no', 'i', 'do', 'think', 'the', 'empire', 'had', 'wookiees', 'in', 'mind', 'when', 'they', 'designed', 'her', 'chewie']",0.11450381679389313
1627,LEIA,"Hey, are you awake?",0.0,0.0,1.0,0.0,"['hey', 'are', 'you', 'awake']",0.030534351145038167
1628,HAN,"Yeah, I just got a funny feeling. Like I'm not gonna see her again.",0.0,0.532,0.468,0.7964,"['yeah', 'i', 'just', 'got', 'a', 'funny', 'feeling', 'like', 'i', 'not', 'gon', 'na', 'see', 'her', 'again']",0.11450381679389313
1629,LEIA,"Come on, General, let's move.",0.0,0.0,1.0,0.0,"['come', 'on', 'general', 'let', 'move']",0.03816793893129771
1630,HAN,"Right. Chewie, let's see what this piece of junk can do. Ready, everybody?",0.0,0.172,0.828,0.3612,"['right', 'chewie', 'let', 'see', 'what', 'this', 'piece', 'of', 'junk', 'can', 'do', 'ready', 'everybody']",0.09923664122137404
1631,LUKE,All set.,0.0,0.0,1.0,0.0,"['all', 'set']",0.015267175572519083
1632,THREEPIO,Here we go again.,0.0,0.0,1.0,0.0,"['here', 'we', 'go', 'again']",0.030534351145038167
1633,HAN,"All right, hang on.",0.0,0.0,1.0,0.0,"['all', 'right', 'hang', 'on']",0.030534351145038167
1634,VADER,"What is thy bidding, my Master?",0.0,0.0,1.0,0.0,"['what', 'is', 'thy', 'bidding', 'my', 'master']",0.04580152671755725
1635,EMPEROR,Send the fleet to the far side of Endor. There it will stay until called for.,0.0,0.0,1.0,0.0,"['send', 'the', 'fleet', 'to', 'the', 'far', 'side', 'of', 'endor', 'there', 'it', 'will', 'stay', 'until', 'called', 'for']",0.12213740458015267
1636,VADER,What of the reports of the Rebel fleet massing near Sullust?,0.138,0.0,0.862,-0.1531,"['what', 'of', 'the', 'reports', 'of', 'the', 'rebel', 'fleet', 'massing', 'near', 'sullust']",0.08396946564885496
1637,EMPEROR,"It is of no concern. Soon the Rebellion will be crushed and young Skywalker will be one of us! Your work here is finished, my friend. Go out to the command ship and await my orders.",0.16,0.109,0.731,-0.2942,"['it', 'is', 'of', 'no', 'concern', 'soon', 'the', 'rebellion', 'will', 'be', 'crushed', 'and', 'young', 'skywalker', 'will', 'be', 'one', 'of', 'us', 'your', 'work', 'here', 'is', 'finished', 'my', 'friend', 'go', 'out', 'to', 'the', 'command', 'ship', 'and', 'await', 'my', 'orders']",0.2748091603053435
1638,VADER,"Yes, my Master.",0.0,0.574,0.426,0.4019,"['yes', 'my', 'master']",0.022900763358778626
1639,HAN,"If they don't go for this, we're gonna have to get outta here pretty quick, Chewie.",0.0,0.176,0.824,0.4939,"['if', 'they', 'do', 'go', 'for', 'this', 'we', 'gon', 'na', 'have', 'to', 'get', 'outta', 'here', 'pretty', 'quick', 'chewie']",0.1297709923664122
1640,HAN,Shuttle Tydirium requesting deactivation of the deflector shield.,0.0,0.0,1.0,0.0,"['shuttle', 'tydirium', 'requesting', 'deactivation', 'of', 'the', 'deflector', 'shield']",0.061068702290076333
1641,HAN,Transmission commencing.,0.0,0.0,1.0,0.0,"['transmission', 'commencing']",0.015267175572519083
1642,LEIA,Now we find out if that code is worth the price we paid.,0.0,0.137,0.863,0.2263,"['now', 'we', 'find', 'out', 'if', 'that', 'code', 'is', 'worth', 'the', 'price', 'we', 'paid']",0.09923664122137404
1643,HAN,It'll work. It'll work.,0.0,0.0,1.0,0.0,"['it', 'work', 'it', 'work']",0.030534351145038167
1644,LUKE,Vader's on that ship.,0.0,0.0,1.0,0.0,"['vader', 'on', 'that', 'ship']",0.030534351145038167
1645,HAN,"Now don't get jittery, Luke. There are a lot of command ships. Keep your distance though, Chewie, but don't look like you're trying to keep your distance.",0.096,0.0,0.904,-0.395,"['now', 'do', 'get', 'jittery', 'luke', 'there', 'are', 'a', 'lot', 'of', 'command', 'ships', 'keep', 'your', 'distance', 'though', 'chewie', 'but', 'do', 'look', 'like', 'you', 'trying', 'to', 'keep', 'your', 'distance']",0.20610687022900764
1646,HAN,I don't know.  Fly casual.,0.347,0.0,0.653,-0.1511,"['i', 'do', 'know', 'fly', 'casual']",0.03816793893129771
1647,LUKE,I'm endangering the mission. I shouldn't have come.,0.0,0.0,1.0,0.0,"['i', 'endangering', 'the', 'mission', 'i', 'should', 'have', 'come']",0.061068702290076333
1648,HAN,"It's your imagination, kid. Come on. Let's keep a little optimism here.",0.0,0.243,0.757,0.4951,"['it', 'your', 'imagination', 'kid', 'come', 'on', 'let', 'keep', 'a', 'little', 'optimism', 'here']",0.0916030534351145
1649,VADER,Where is that shuttle going?,0.0,0.0,1.0,0.0,"['where', 'is', 'that', 'shuttle', 'going']",0.03816793893129771
1650,VADER,Do they have a code clearance?,0.0,0.0,1.0,0.0,"['do', 'they', 'have', 'a', 'code', 'clearance']",0.04580152671755725
1651,VADER,No. Leave them to me. I will deal with them myself.,0.298,0.0,0.702,-0.34,"['no', 'leave', 'them', 'to', 'me', 'i', 'will', 'deal', 'with', 'them', 'myself']",0.08396946564885496
1652,HAN,"They're not goin' for it, Chewie.",0.0,0.0,1.0,0.0,"['they', 'not', 'goin', 'for', 'it', 'chewie']",0.04580152671755725
1653,HAN,Okay! I told you it was gonna work. No problem.,0.397,0.145,0.458,-0.5093,"['okay', 'i', 'told', 'you', 'it', 'was', 'gon', 'na', 'work', 'no', 'problem']",0.08396946564885496
1654,THREEPIO,"Oh, I told you it was dangerous here.",0.341,0.0,0.659,-0.4767,"['oh', 'i', 'told', 'you', 'it', 'was', 'dangerous', 'here']",0.061068702290076333
1655,LEIA,Shall we try and go around?,0.0,0.0,1.0,0.0,"['shall', 'we', 'try', 'and', 'go', 'around']",0.04580152671755725
1656,HAN,It'll take time. This whole party'll be for nothing if they see us.,0.0,0.0,1.0,0.0,"['it', 'take', 'time', 'this', 'whole', 'party', 'be', 'for', 'nothing', 'if', 'they', 'see', 'us']",0.09923664122137404
1657,HAN,Chewie and I will take care of this. You stay here.,0.0,0.262,0.738,0.4939,"['chewie', 'and', 'i', 'will', 'take', 'care', 'of', 'this', 'you', 'stay', 'here']",0.08396946564885496
1658,LUKE,"Quietly, there might be more of them out there.",0.0,0.0,1.0,0.0,"['quietly', 'there', 'might', 'be', 'more', 'of', 'them', 'out', 'there']",0.06870229007633588
1659,HAN,Hey... it's me.,0.0,0.0,1.0,0.0,"['hey', 'it', 'me']",0.022900763358778626
1660,LUKE,Great. Come on.,0.0,0.672,0.328,0.6249,"['great', 'come', 'on']",0.022900763358778626
1661,LEIA,Over there! Two more of them!,0.0,0.0,1.0,0.0,"['over', 'there', 'two', 'more', 'of', 'them']",0.04580152671755725
1662,LUKE,"I see them. Wait, Leia!",0.0,0.0,1.0,0.0,"['i', 'see', 'them', 'wait', 'leia']",0.03816793893129771
1663,LUKE,Quick! Jam their comlink. Center switch!,0.0,0.0,1.0,0.0,"['quick', 'jam', 'their', 'comlink', 'center', 'switch']",0.04580152671755725
1664,HAN,"Hey, wait! Ahhh!",0.0,0.0,1.0,0.0,"['hey', 'wait', 'ahhh']",0.022900763358778626
1665,LUKE,Move closer!,0.0,0.0,1.0,0.0,"['move', 'closer']",0.015267175572519083
1666,LUKE,Get alongside that one!,0.0,0.0,1.0,0.0,"['get', 'alongside', 'that', 'one']",0.030534351145038167
1667,LUKE,Get him!,0.0,0.0,1.0,0.0,"['get', 'him']",0.015267175572519083
1668,LUKE,Keep on that one! I'll take these two!,0.0,0.0,1.0,0.0,"['keep', 'on', 'that', 'one', 'i', 'take', 'these', 'two']",0.061068702290076333
1669,THREEPIO,"Oh, General Solo, somebody's coming. Oh!",0.0,0.0,1.0,0.0,"['oh', 'general', 'solo', 'somebody', 'coming', 'oh']",0.04580152671755725
1670,HAN,Luke! Where's Leia?,0.0,0.0,1.0,0.0,"['luke', 'where', 'leia']",0.022900763358778626
1671,LUKE,What? She didn't come back?,0.0,0.0,1.0,0.0,"['what', 'she', 'did', 'come', 'back']",0.03816793893129771
1672,HAN,I thought she was with you.,0.0,0.0,1.0,0.0,"['i', 'thought', 'she', 'was', 'with', 'you']",0.04580152671755725
1673,LUKE,We got separated.,0.0,0.0,1.0,0.0,"['we', 'got', 'separated']",0.022900763358778626
1674,LUKE,"Hey, we better go look for her.",0.0,0.326,0.674,0.4404,"['hey', 'we', 'better', 'go', 'look', 'for', 'her']",0.05343511450381679
1675,HAN,Take the squad ahead.  We'll meet at the shield generator at 0300.,0.0,0.0,1.0,0.0,"['take', 'the', 'squad', 'ahead', 'we', 'meet', 'at', 'the', 'shield', 'generator', 'at']",0.08396946564885496
1676,LUKE,"Come on, Artoo.  We'll need your scanners.",0.0,0.0,1.0,0.0,"['come', 'on', 'artoo', 'we', 'need', 'your', 'scanners']",0.05343511450381679
1677,THREEPIO,"Don't worry, Master Luke.  We know what to do.",0.0,0.231,0.769,0.3412,"['do', 'worry', 'master', 'luke', 'we', 'know', 'what', 'to', 'do']",0.06870229007633588
1678,THREEPIO,And you said it was pretty here. Ugh!,0.228,0.284,0.488,0.1759,"['and', 'you', 'said', 'it', 'was', 'pretty', 'here', 'ugh']",0.061068702290076333
